match_id,match_date,match_week,home_team,away_team,player,player_id,team,position,minute,second,period,shot_body_part,shot_type,shot_technique,shot_first_time,shot_one_on_one,under_pressure,play_pattern,shot_outcome,shot_statsbomb_xg,shot_x,shot_y
3879608,2015-11-07,12,Hellas Verona,Bologna,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,1,42,1,Head,Open Play,Normal,,,,Regular Play,Off T,0.03672542,106.3,33.1
3879608,2015-11-07,12,Hellas Verona,Bologna,Mattia Destro,8103.0,Bologna,Center Forward,3,53,1,Right Foot,Open Play,Normal,,,True,Regular Play,Off T,0.021706743,86.6,44.5
3879608,2015-11-07,12,Hellas Verona,Bologna,Emanuele Giaccherini,7775.0,Bologna,Left Wing,5,0,1,Left Foot,Open Play,Half Volley,True,,,Regular Play,Goal,0.09653051,108.4,32.7
3879608,2015-11-07,12,Hellas Verona,Bologna,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,9,49,1,Right Foot,Open Play,Normal,,,,Regular Play,Saved,0.046730515,95.7,34.8
3879608,2015-11-07,12,Hellas Verona,Bologna,Mattia Destro,8103.0,Bologna,Center Forward,13,51,1,Right Foot,Open Play,Normal,True,,,Regular Play,Wayward,0.0821253,102.8,38.3
3879608,2015-11-07,12,Hellas Verona,Bologna,Godfred Donsah,8280.0,Bologna,Right Center Midfield,13,52,1,Right Foot,Open Play,Normal,True,,True,Regular Play,Goal,0.1254913,107.9,47.5
3879608,2015-11-07,12,Hellas Verona,Bologna,Emil Hallfreðsson,5512.0,Hellas Verona,Left Center Midfield,15,55,1,Left Foot,Open Play,Normal,,,,Regular Play,Saved,0.034205277,103.2,25.2
3879608,2015-11-07,12,Hellas Verona,Bologna,Juan Ignacio Gómez Taleb,386651.0,Hellas Verona,Left Wing,21,2,1,Right Foot,Open Play,Half Volley,True,,True,Regular Play,Blocked,0.04659284,103.2,37.6
3879608,2015-11-07,12,Hellas Verona,Bologna,Leandro Greco,32119.0,Hellas Verona,Center Defensive Midfield,21,28,1,Left Foot,Open Play,Normal,,,True,Regular Play,Blocked,0.015221358,87.0,32.8
3879608,2015-11-07,12,Hellas Verona,Bologna,Juan Ignacio Gómez Taleb,386651.0,Hellas Verona,Left Wing,53,22,2,Head,Open Play,Normal,,,,From Free Kick,Off T,0.08312434,109.1,36.9
3879608,2015-11-07,12,Hellas Verona,Bologna,Godfred Donsah,8280.0,Bologna,Right Center Midfield,72,44,2,Right Foot,Open Play,Normal,,,,From Free Kick,Saved,0.03231739,93.8,54.1
3879608,2015-11-07,12,Hellas Verona,Bologna,Luca Siligardi,11494.0,Hellas Verona,Center Attacking Midfield,73,5,2,Left Foot,Open Play,Normal,,,True,From Keeper,Off T,0.011633241,86.1,48.8
3879608,2015-11-07,12,Hellas Verona,Bologna,Emil Hallfreðsson,5512.0,Hellas Verona,Left Center Midfield,74,13,2,Left Foot,Open Play,Half Volley,True,,True,From Free Kick,Off T,0.017984306,98.7,24.2
3879608,2015-11-07,12,Hellas Verona,Bologna,Mattia Destro,8103.0,Bologna,Center Forward,80,26,2,Right Foot,Open Play,Half Volley,,,,From Corner,Blocked,0.028278932,105.2,24.5
3879608,2015-11-07,12,Hellas Verona,Bologna,Mattia Destro,8103.0,Bologna,Center Forward,80,31,2,Left Foot,Open Play,Half Volley,,,,From Corner,Wayward,0.053293854,109.5,24.5
3879608,2015-11-07,12,Hellas Verona,Bologna,Giampaolo Pazzini,6686.0,Hellas Verona,Right Center Forward,82,21,2,Right Foot,Open Play,Volley,,,True,From Throw In,Blocked,0.026045278,95.7,35.9
3879608,2015-11-07,12,Hellas Verona,Bologna,Saphir Sliti Taïder,8851.0,Bologna,Right Center Midfield,86,1,2,Right Foot,Open Play,Normal,,,,From Free Kick,Off T,0.020016257,98.8,57.1
3879608,2015-11-07,12,Hellas Verona,Bologna,Saphir Sliti Taïder,8851.0,Bologna,Right Center Midfield,86,53,2,Right Foot,Open Play,Normal,,True,,From Counter,Saved to Post,0.03016748,116.7,52.1
3879608,2015-11-07,12,Hellas Verona,Bologna,Saphir Sliti Taïder,8851.0,Bologna,Right Center Midfield,87,6,2,Right Foot,Open Play,Normal,,,,From Counter,Blocked,0.044693064,105.3,27.0
3879608,2015-11-07,12,Hellas Verona,Bologna,Artur Ioniţă,7949.0,Hellas Verona,Right Center Midfield,88,43,2,Head,Open Play,Normal,,,True,Regular Play,Off T,0.026939202,105.7,41.9
3879608,2015-11-07,12,Hellas Verona,Bologna,Vangelis Moras,31488.0,Hellas Verona,Right Center Back,89,51,2,Right Foot,Open Play,Normal,,,,From Throw In,Blocked,0.019099468,88.3,49.1
3879608,2015-11-07,12,Hellas Verona,Bologna,Matteo Brighi,18027.0,Bologna,Left Center Midfield,90,5,2,Right Foot,Open Play,Normal,True,,,Regular Play,Off T,0.21552928,107.1,45.7
3879551,2015-09-27,6,Hellas Verona,Lazio,Felipe Anderson Pereira Gomes,8172.0,Lazio,Right Wing,9,58,1,Right Foot,Open Play,Half Volley,True,,,From Free Kick,Off T,0.016898135,96.7,54.3
3879551,2015-09-27,6,Hellas Verona,Lazio,Ricardo Kishna,22828.0,Lazio,Left Wing,14,2,1,Left Foot,Free Kick,Normal,,,,From Free Kick,Off T,0.008396549,87.4,53.8
3879551,2015-09-27,6,Hellas Verona,Lazio,Felipe Anderson Pereira Gomes,8172.0,Lazio,Right Wing,18,41,1,Right Foot,Open Play,Normal,,,,Regular Play,Off T,0.007129788,82.0,26.6
3879551,2015-09-27,6,Hellas Verona,Lazio,Federico Viviani,7770.0,Hellas Verona,Center Defensive Midfield,25,17,1,Right Foot,Free Kick,Normal,,,,From Free Kick,Off T,0.021201078,85.2,38.7
3879551,2015-09-27,6,Hellas Verona,Lazio,Sergej Milinković-Savić,5589.0,Lazio,Center Attacking Midfield,28,48,1,Right Foot,Open Play,Half Volley,,,,From Corner,Blocked,0.08172251,109.0,38.8
3879551,2015-09-27,6,Hellas Verona,Lazio,Juan Ignacio Gómez Taleb,386651.0,Hellas Verona,Center Forward,32,6,1,Left Foot,Open Play,Half Volley,True,,,From Free Kick,Post,0.34130928,113.9,41.1
3879551,2015-09-27,6,Hellas Verona,Lazio,Filip Helander,7966.0,Hellas Verona,Left Center Back,32,8,1,Head,Open Play,Normal,,,,From Free Kick,Goal,0.2981403,116.3,41.2
3879551,2015-09-27,6,Hellas Verona,Lazio,Dušan Basta,8443.0,Lazio,Right Back,39,48,1,Head,Open Play,Normal,,,True,From Free Kick,Wayward,0.38354102,117.9,44.2
3879551,2015-09-27,6,Hellas Verona,Lazio,Jacopo Sala,7020.0,Hellas Verona,Right Wing,44,58,1,Right Foot,Open Play,Normal,,,,Regular Play,Blocked,0.04288346,100.5,51.0
3879551,2015-09-27,6,Hellas Verona,Lazio,Felipe Anderson Pereira Gomes,8172.0,Lazio,Left Wing,50,9,2,Right Foot,Open Play,Normal,,,,Regular Play,Blocked,0.03005607,96.6,30.7
3879551,2015-09-27,6,Hellas Verona,Lazio,Santiago Juan Gentiletti Selak,8847.0,Lazio,Left Center Back,51,6,2,Head,Open Play,Normal,,,,From Corner,Blocked,0.049093578,114.2,48.4
3879551,2015-09-27,6,Hellas Verona,Lazio,Sergej Milinković-Savić,5589.0,Lazio,Center Attacking Midfield,55,25,2,Head,Open Play,Normal,,,True,Regular Play,Off T,0.02230968,112.7,52.0
3879551,2015-09-27,6,Hellas Verona,Lazio,Boško Janković,26442.0,Hellas Verona,Left Wing,57,26,2,Right Foot,Open Play,Normal,,,,Regular Play,Blocked,0.036396902,103.2,27.0
3879551,2015-09-27,6,Hellas Verona,Lazio,Filip Đorđević,11427.0,Lazio,Center Forward,58,45,2,Left Foot,Open Play,Normal,True,,,Regular Play,Blocked,0.5697908,114.7,37.1
3879551,2015-09-27,6,Hellas Verona,Lazio,Lucas Rodrigo Biglia,5510.0,Lazio,Right Defensive Midfield,62,48,2,Right Foot,Penalty,Normal,,,,Other,Goal,0.7835,108.1,40.1
3879551,2015-09-27,6,Hellas Verona,Lazio,Stefano Mauri,386641.0,Lazio,Center Forward,69,59,2,Left Foot,Open Play,Normal,True,,,Regular Play,Off T,0.04725036,97.5,32.7
3879551,2015-09-27,6,Hellas Verona,Lazio,Stefano Mauri,386641.0,Lazio,Center Forward,73,47,2,Left Foot,Open Play,Normal,,,True,From Corner,Off T,0.069133565,107.8,30.6
3879551,2015-09-27,6,Hellas Verona,Lazio,Jacopo Sala,7020.0,Hellas Verona,Right Center Midfield,82,40,2,Right Foot,Open Play,Half Volley,True,,,From Free Kick,Off T,0.013030402,94.5,56.0
3879551,2015-09-27,6,Hellas Verona,Lazio,Marco Parolo,8173.0,Lazio,Left Defensive Midfield,85,31,2,Right Foot,Open Play,Normal,True,,True,From Free Kick,Goal,0.05023722,98.9,36.1
3879575,2015-10-18,8,Hellas Verona,Udinese,Bruno Miguel Borges Fernandes,5204.0,Udinese,Center Attacking Midfield,4,7,1,Right Foot,Open Play,Normal,,,,From Keeper,Saved,0.012710543,100.3,19.0
3879575,2015-10-18,8,Hellas Verona,Udinese,Bruno Miguel Borges Fernandes,5204.0,Udinese,Center Attacking Midfield,4,42,1,Right Foot,Open Play,Normal,,,,From Corner,Blocked,0.018614056,91.0,28.1
3879575,2015-10-18,8,Hellas Verona,Udinese,Luca Siligardi,11494.0,Hellas Verona,Right Wing,13,5,1,Head,Open Play,Normal,,,True,Regular Play,Blocked,0.0763038,111.1,41.5
3879575,2015-10-18,8,Hellas Verona,Udinese,Bruno Miguel Borges Fernandes,5204.0,Udinese,Center Attacking Midfield,20,6,1,Left Foot,Open Play,Normal,,,True,From Corner,Off T,0.032101553,98.8,27.9
3879575,2015-10-18,8,Hellas Verona,Udinese,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,23,35,1,Head,Open Play,Normal,,,,From Throw In,Wayward,0.039379735,104.9,44.7
3879575,2015-10-18,8,Hellas Verona,Udinese,Juan Ignacio Gómez Taleb,386651.0,Hellas Verona,Left Wing,28,12,1,Right Foot,Open Play,Normal,,,,Regular Play,Blocked,0.019545233,93.7,42.8
3879575,2015-10-18,8,Hellas Verona,Udinese,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,30,23,1,Right Foot,Open Play,Normal,,,True,Regular Play,Blocked,0.024759185,97.9,24.3
3879575,2015-10-18,8,Hellas Verona,Udinese,Bruno Miguel Borges Fernandes,5204.0,Udinese,Center Attacking Midfield,32,12,1,Right Foot,Open Play,Normal,,,,From Free Kick,Off T,0.010004064,95.8,21.2
3879575,2015-10-18,8,Hellas Verona,Udinese,Emil Hallfreðsson,5512.0,Hellas Verona,Left Center Midfield,35,5,1,Left Foot,Open Play,Volley,True,,,From Corner,Off T,0.03574751,96.8,40.7
3879575,2015-10-18,8,Hellas Verona,Udinese,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,40,41,1,Right Foot,Penalty,Normal,,,,Other,Goal,0.7835,108.0,40.0
3879575,2015-10-18,8,Hellas Verona,Udinese,Francesco Lodi,40367.0,Udinese,Center Defensive Midfield,43,0,1,Left Foot,Free Kick,Normal,,,,From Free Kick,Saved,0.037181493,89.8,42.1
3879575,2015-10-18,8,Hellas Verona,Udinese,Danilo Larangeira,7799.0,Udinese,Center Back,43,21,1,Left Foot,Open Play,Volley,True,,,From Corner,Blocked,0.06413081,114.1,48.9
3879575,2015-10-18,8,Hellas Verona,Udinese,Bruno Miguel Borges Fernandes,5204.0,Udinese,Center Attacking Midfield,49,21,2,Right Foot,Open Play,Normal,,,True,Regular Play,Off T,0.024323395,89.9,40.6
3879575,2015-10-18,8,Hellas Verona,Udinese,Cyril Théréau,8272.0,Udinese,Center Attacking Midfield,56,8,2,Left Foot,Open Play,Normal,True,,,Regular Play,Saved,0.05552084,97.3,40.3
3879575,2015-10-18,8,Hellas Verona,Udinese,Jacopo Sala,7020.0,Hellas Verona,Right Center Midfield,56,53,2,Right Foot,Open Play,Normal,,,True,From Keeper,Saved,0.066433065,99.2,36.8
3879575,2015-10-18,8,Hellas Verona,Udinese,Cyril Théréau,8272.0,Udinese,Center Attacking Midfield,60,41,2,Right Foot,Open Play,Half Volley,True,,,Regular Play,Off T,0.039308593,96.7,29.0
3879575,2015-10-18,8,Hellas Verona,Udinese,Cyril Théréau,8272.0,Udinese,Center Attacking Midfield,69,38,2,Right Foot,Open Play,Normal,True,,True,Regular Play,Blocked,0.054317057,105.9,42.2
3879575,2015-10-18,8,Hellas Verona,Udinese,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,70,7,2,Right Foot,Open Play,Half Volley,,,,Regular Play,Off T,0.055977028,102.9,44.2
3879575,2015-10-18,8,Hellas Verona,Udinese,Emmanuel Agyemang-Badu,24722.0,Udinese,Right Center Midfield,72,52,2,Right Foot,Open Play,Normal,,,,From Free Kick,Off T,0.005513929,80.6,47.6
3879575,2015-10-18,8,Hellas Verona,Udinese,Juan Ignacio Gómez Taleb,386651.0,Hellas Verona,Left Center Forward,81,8,2,Right Foot,Open Play,Normal,,,True,Regular Play,Blocked,0.023698986,104.1,23.3
3879575,2015-10-18,8,Hellas Verona,Udinese,Cyril Théréau,8272.0,Udinese,Left Midfield,83,4,2,Right Foot,Open Play,Volley,True,,True,Regular Play,Goal,0.19054261,111.5,35.5
3879575,2015-10-18,8,Hellas Verona,Udinese,Francesco Lodi,40367.0,Udinese,Left Defensive Midfield,84,16,2,Left Foot,Open Play,Normal,True,,,Regular Play,Saved,0.027591709,100.4,23.1
3879575,2015-10-18,8,Hellas Verona,Udinese,Eros Pisano,11342.0,Hellas Verona,Right Wing Back,87,28,2,Head,Open Play,Normal,,,True,From Corner,Blocked,0.06782818,111.3,39.1
3879575,2015-10-18,8,Hellas Verona,Udinese,Bruno Miguel Borges Fernandes,5204.0,Udinese,Right Midfield,87,49,2,Right Foot,Open Play,Normal,,,,Regular Play,Off T,0.021075124,91.6,53.4
3879575,2015-10-18,8,Hellas Verona,Udinese,Francesco Lodi,40367.0,Udinese,Left Defensive Midfield,90,27,2,Left Foot,Open Play,Half Volley,True,,,From Throw In,Off T,0.026507897,98.7,26.5
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Adem Ljajić,5587.0,Inter Milan,Right Attacking Midfield,9,3,1,Right Foot,Free Kick,Normal,,,,From Free Kick,Blocked,0.008806134,89.0,55.4
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Federico Viviani,7770.0,Hellas Verona,Center Defensive Midfield,13,19,1,Right Foot,Free Kick,Normal,,,,From Free Kick,Blocked,0.0069749295,94.7,15.6
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Fredy Alejandro Guarín Vásquez,32807.0,Inter Milan,Right Center Midfield,21,35,1,Left Foot,Open Play,Normal,,,,Regular Play,Blocked,0.01071024,98.9,59.0
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Ivan Perišić,5474.0,Inter Milan,Left Attacking Midfield,21,37,1,Left Foot,Open Play,Half Volley,True,,True,Regular Play,Saved,0.10563856,112.4,52.4
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Adem Ljajić,5587.0,Inter Milan,Right Attacking Midfield,24,41,1,Right Foot,Open Play,Normal,,,,From Throw In,Blocked,0.03836924,94.7,36.4
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Geoffrey Kondogbia,6589.0,Inter Milan,Left Center Midfield,25,15,1,Right Foot,Open Play,Normal,,,True,From Corner,Blocked,0.03411405,95.2,44.3
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Fredy Alejandro Guarín Vásquez,32807.0,Inter Milan,Right Center Midfield,26,43,1,Right Foot,Open Play,Normal,,,,Regular Play,Blocked,0.013937225,87.2,33.3
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Luca Siligardi,11494.0,Hellas Verona,Right Center Forward,27,50,1,Left Foot,Open Play,Normal,,,,Regular Play,Off T,0.010205692,105.6,20.2
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Alex Nicolao Telles,11183.0,Inter Milan,Left Back,28,54,1,Left Foot,Open Play,Normal,,,,From Corner,Saved,0.007166988,100.5,65.3
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Mauro Emanuel Icardi Rivero,6987.0,Inter Milan,Center Forward,29,35,1,Head,Open Play,Normal,,,,Regular Play,Off T,0.039321315,104.1,43.9
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Geoffrey Kondogbia,6589.0,Inter Milan,Left Center Midfield,34,39,1,Left Foot,Open Play,Half Volley,True,,,Regular Play,Off T,0.072725445,113.0,29.9
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Felipe Melo de Carvalho,25430.0,Inter Milan,Center Defensive Midfield,41,32,1,Head,Open Play,Normal,,,True,From Corner,Blocked,0.043864682,112.3,47.2
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Gary Alexis Medel Soto,16453.0,Inter Milan,Left Center Back,45,8,1,Right Foot,Open Play,Normal,True,,,From Corner,Blocked,0.065019906,102.9,41.9
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Felipe Melo de Carvalho,25430.0,Inter Milan,Center Defensive Midfield,46,20,1,Left Foot,Open Play,Half Volley,,,,From Throw In,Blocked,0.03427056,102.4,31.9
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Jacopo Sala,7020.0,Hellas Verona,Right Center Midfield,54,1,2,Left Foot,Open Play,Normal,,,,Regular Play,Post,0.22959208,101.3,46.9
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Felipe Melo de Carvalho,25430.0,Inter Milan,Center Defensive Midfield,55,7,2,Head,Open Play,Normal,,,True,From Corner,Goal,0.07180007,112.8,35.1
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Geoffrey Kondogbia,6589.0,Inter Milan,Left Center Midfield,59,5,2,Left Foot,Open Play,Normal,,,,From Free Kick,Blocked,0.017742855,86.8,43.1
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Ivan Perišić,5474.0,Inter Milan,Left Attacking Midfield,59,26,2,Right Foot,Open Play,Normal,,,,From Free Kick,Off T,0.02882986,97.0,53.3
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Ivan Perišić,5474.0,Inter Milan,Left Attacking Midfield,62,43,2,Left Foot,Open Play,Half Volley,True,,True,From Goal Kick,Saved,0.099689014,106.9,31.6
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Jacopo Sala,7020.0,Hellas Verona,Right Center Midfield,69,38,2,Right Foot,Open Play,Normal,,,,From Free Kick,Off T,0.00910096,88.2,52.3
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Luca Siligardi,11494.0,Hellas Verona,Right Center Forward,71,40,2,Left Foot,Open Play,Normal,,,,Regular Play,Blocked,0.028928436,92.6,36.6
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Luca Siligardi,11494.0,Hellas Verona,Right Center Forward,75,39,2,Left Foot,Open Play,Normal,True,,,From Throw In,Off T,0.07661175,104.0,35.1
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Luca Siligardi,11494.0,Hellas Verona,Right Center Forward,79,32,2,Left Foot,Open Play,Normal,,,,Regular Play,Saved,0.031664766,93.3,41.7
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Mattia Zaccagni,8792.0,Hellas Verona,Right Center Midfield,83,0,2,Right Foot,Open Play,Normal,,,,From Goal Kick,Off T,0.03534805,93.7,46.0
3879542,2015-09-23,5,Inter Milan,Hellas Verona,Stevan Jovetić,3434.0,Inter Milan,Left Center Forward,91,6,2,Right Foot,Open Play,Normal,,,True,From Free Kick,Blocked,0.048088532,105.3,50.4
3879600,2015-11-01,11,Carpi,Hellas Verona,Leandro Greco,32119.0,Hellas Verona,Center Defensive Midfield,9,41,1,Left Foot,Open Play,Half Volley,,,,From Throw In,Saved,0.014390598,94.5,54.5
3879600,2015-11-01,11,Carpi,Hellas Verona,Antonio Di Gaudio,11502.0,Carpi,Left Wing,11,3,1,Right Foot,Open Play,Normal,,,,From Counter,Off T,0.068955384,100.6,34.5
3879600,2015-11-01,11,Carpi,Hellas Verona,Ryder Matos Santos,7696.0,Carpi,Right Wing,14,56,1,Left Foot,Open Play,Half Volley,True,,,Regular Play,Saved,0.16928093,108.3,47.0
3879600,2015-11-01,11,Carpi,Hellas Verona,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,19,27,1,Right Foot,Open Play,Half Volley,True,,True,Regular Play,Blocked,0.086954124,108.1,34.3
3879600,2015-11-01,11,Carpi,Hellas Verona,Juan Ignacio Gómez Taleb,386651.0,Hellas Verona,Left Wing,27,15,1,Right Foot,Open Play,Normal,True,,,From Throw In,Saved,0.05813867,108.3,27.0
3879600,2015-11-01,11,Carpi,Hellas Verona,Leandro Greco,32119.0,Hellas Verona,Center Defensive Midfield,32,17,1,Left Foot,Open Play,Normal,,,True,From Throw In,Saved,0.015595774,90.3,52.8
3879600,2015-11-01,11,Carpi,Hellas Verona,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,33,14,1,Right Foot,Open Play,Volley,True,,,From Free Kick,Off T,0.04731524,108.8,54.0
3879600,2015-11-01,11,Carpi,Hellas Verona,Jacopo Sala,7020.0,Hellas Verona,Right Wing,34,25,1,Right Foot,Open Play,Normal,,,,Regular Play,Off T,0.029589606,100.5,57.7
3879600,2015-11-01,11,Carpi,Hellas Verona,Antonio Di Gaudio,11502.0,Carpi,Left Wing,40,34,1,Right Foot,Open Play,Half Volley,True,,True,From Throw In,Saved,0.053440478,107.8,26.3
3879600,2015-11-01,11,Carpi,Hellas Verona,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,41,26,1,Head,Open Play,Normal,,,True,From Keeper,Off T,0.062669285,110.8,43.2
3879600,2015-11-01,11,Carpi,Hellas Verona,Rafael Márquez Álvarez,5558.0,Hellas Verona,Right Center Back,45,12,1,Right Foot,Free Kick,Normal,,,,From Free Kick,Blocked,0.05916215,94.5,33.7
3879600,2015-11-01,11,Carpi,Hellas Verona,Gabriel Moisés Antunes da Silva,3416.0,Carpi,Left Back,46,9,2,Right Foot,Open Play,Half Volley,True,,,From Corner,Blocked,0.023984186,92.8,42.1
3879600,2015-11-01,11,Carpi,Hellas Verona,Ryder Matos Santos,7696.0,Carpi,Right Wing,46,37,2,Right Foot,Open Play,Normal,,,True,From Throw In,Off T,0.02363684,94.2,33.5
3879600,2015-11-01,11,Carpi,Hellas Verona,Kevin Lasagna,7793.0,Carpi,Center Forward,52,20,2,Left Foot,Open Play,Normal,True,,True,From Free Kick,Saved,0.10213221,115.5,28.9
3879600,2015-11-01,11,Carpi,Hellas Verona,Kevin Lasagna,7793.0,Carpi,Center Forward,57,1,2,Left Foot,Open Play,Normal,,True,True,Regular Play,Saved,0.28961417,109.7,49.7
3879600,2015-11-01,11,Carpi,Hellas Verona,Ryder Matos Santos,7696.0,Carpi,Left Wing,58,46,2,Head,Open Play,Normal,,,,From Corner,Saved,0.17661484,113.3,39.6
3879600,2015-11-01,11,Carpi,Hellas Verona,Luca Marrone,31572.0,Carpi,Center Defensive Midfield,64,29,2,Left Foot,Open Play,Half Volley,,,,From Throw In,Off T,0.007590495,95.9,57.9
3879600,2015-11-01,11,Carpi,Hellas Verona,Samuel Souprayen,7695.0,Hellas Verona,Left Back,77,41,2,Left Foot,Open Play,Normal,,,True,From Throw In,Off T,0.11157905,101.4,46.3
3879600,2015-11-01,11,Carpi,Hellas Verona,Gabriel Moisés Antunes da Silva,3416.0,Carpi,Left Back,82,28,2,Left Foot,Open Play,Half Volley,,,,From Free Kick,Saved,0.012097558,110.0,21.7
3879600,2015-11-01,11,Carpi,Hellas Verona,Kamil Wilczek,7079.0,Carpi,Center Forward,82,58,2,Head,Open Play,Normal,,,True,From Corner,Blocked,0.057649378,111.7,44.3
3879600,2015-11-01,11,Carpi,Hellas Verona,Giampaolo Pazzini,6686.0,Hellas Verona,Center Forward,88,43,2,Left Foot,Open Play,Half Volley,True,,True,From Corner,Blocked,0.05725429,110.5,34.1
3879600,2015-11-01,11,Carpi,Hellas Verona,Luca Siligardi,11494.0,Hellas Verona,Right Wing,89,28,2,Head,Open Play,Normal,,True,True,From Corner,Off T,0.0882747,113.4,32.5
3879557,2015-10-03,7,Chievo,Hellas Verona,Leandro Greco,32119.0,Hellas Verona,Right Wing,10,28,1,Left Foot,Open Play,Normal,True,,,Regular Play,Off T,0.030124404,97.1,47.8
3879557,2015-10-03,7,Chievo,Hellas Verona,Filip Helander,7966.0,Hellas Verona,Left Center Back,12,36,1,Head,Open Play,Normal,,,True,From Corner,Off T,0.064350076,111.7,38.1
3879557,2015-10-03,7,Chievo,Hellas Verona,Federico Viviani,7770.0,Hellas Verona,Right Defensive Midfield,14,2,1,Right Foot,Open Play,Normal,,,,From Throw In,Saved,0.06173073,97.9,48.1
3879557,2015-10-03,7,Chievo,Hellas Verona,Nicola Rigoni,7041.0,Chievo,Center Defensive Midfield,17,9,1,Right Foot,Open Play,Normal,,,,From Free Kick,Saved,0.020607982,85.8,40.7
3879557,2015-10-03,7,Chievo,Hellas Verona,Valter Birsa,7045.0,Chievo,Center Attacking Midfield,18,49,1,Right Foot,Open Play,Normal,,,True,From Throw In,Saved,0.017724589,91.4,27.8
3879557,2015-10-03,7,Chievo,Hellas Verona,Alberto Paloschi,6950.0,Chievo,Left Center Forward,30,6,1,Right Foot,Open Play,Half Volley,True,,,Regular Play,Off T,0.08853896,112.4,51.2
3879557,2015-10-03,7,Chievo,Hellas Verona,Nicola Rigoni,7041.0,Chievo,Center Defensive Midfield,33,7,1,Right Foot,Open Play,Normal,,,,Regular Play,Off T,0.005924893,85.0,50.1
3879557,2015-10-03,7,Chievo,Hellas Verona,Jacopo Sala,7020.0,Hellas Verona,Right Wing Back,45,13,1,Left Foot,Open Play,Normal,True,,,Regular Play,Saved,0.024971437,91.3,46.2
3879557,2015-10-03,7,Chievo,Hellas Verona,Valter Birsa,7045.0,Chievo,Center Attacking Midfield,46,48,2,Left Foot,Open Play,Normal,True,,,Regular Play,Off T,0.062079977,100.8,36.2
3879557,2015-10-03,7,Chievo,Hellas Verona,Boško Janković,26442.0,Hellas Verona,Left Wing,51,2,2,Head,Open Play,Normal,,,True,Regular Play,Saved,0.069275595,107.5,44.5
3879557,2015-10-03,7,Chievo,Hellas Verona,Alberto Paloschi,6950.0,Chievo,Left Center Forward,59,42,2,Right Foot,Open Play,Volley,True,,True,From Free Kick,Saved,0.076142356,106.8,45.9
3879557,2015-10-03,7,Chievo,Hellas Verona,Juan Ignacio Gómez Taleb,386651.0,Hellas Verona,Center Forward,62,9,2,Right Foot,Open Play,Normal,True,,True,From Counter,Blocked,0.037793793,102.6,49.0
3879557,2015-10-03,7,Chievo,Hellas Verona,Vangelis Moras,31488.0,Hellas Verona,Center Back,62,58,2,Head,Open Play,Normal,,,True,From Corner,Off T,0.22860102,115.1,43.2
3879557,2015-10-03,7,Chievo,Hellas Verona,Alberto Paloschi,6950.0,Chievo,Left Center Forward,65,57,2,Left Foot,Open Play,Normal,True,,True,Regular Play,Blocked,0.05473936,110.6,29.8
3879557,2015-10-03,7,Chievo,Hellas Verona,Massimo Gobbi,8645.0,Chievo,Left Back,67,38,2,Right Foot,Open Play,Half Volley,True,,True,Regular Play,Off T,0.0863992,104.5,36.6
3879557,2015-10-03,7,Chievo,Hellas Verona,Eros Pisano,11342.0,Hellas Verona,Right Center Back,69,30,2,Head,Open Play,Normal,,True,,From Free Kick,Goal,0.6968305,117.7,35.9
3879557,2015-10-03,7,Chievo,Hellas Verona,Fabrizio Cacciatore,7050.0,Chievo,Right Back,72,3,2,Left Foot,Open Play,Normal,,,,From Throw In,Saved,0.029124513,99.1,57.0
